src_company_id,rel_type,dst_company_id,confidence_plink,strength,evidence,source,valid_from,valid_to,risk_rationale
TSLA,COMPETES_WITH,VOW3.DE,0.8,0.7,Tesla and Volkswagen Group (ID.4/ID.3) compete in mass-market BEV segment globally,IEA_EV_Outlook_2023,2019-01-01,,Mass-market EV segment competition
TSLA,COMPETES_WITH,MBG.DE,0.8,0.7,Tesla Model S/X compete with Mercedes EQS/EQE in luxury BEV segment,IEA_EV_Outlook_2023,2020-01-01,,Luxury BEV segment competition
TSLA,COMPETES_WITH,1211.HK,0.9,0.9,Tesla and BYD are #1 and #2 global BEV producers; direct competition in all price segments globally especially China,BloombergNEF_2024,2020-01-01,,Direct global BEV market share competition
BMW.DE,COMPETES_WITH,MBG.DE,0.9,0.7,BMW and Mercedes-Benz are perennial competitors in the German luxury automotive segment across all powertrains,Automotive_Industry_Report_2023,2015-01-01,,"Same customer base, dealer network, and technology investment"
BMW.DE,COMPETES_WITH,VOW3.DE,0.8,0.6,BMW and Volkswagen Group compete across mass-premium segments; BMW competes with VW's Audi and Porsche brands,Automotive_Industry_Report_2023,2015-01-01,,Overlapping premium customer segments
1211.HK,COMPETES_WITH,7267.T,0.7,0.6,BYD and Honda compete in the Asian EV market; BYD is the dominant Chinese EV player while Honda is investing heavily in EV transition in China,China_Auto_Market_Report_2023,2021-01-01,,Competing for Chinese and Southeast Asian EV market share
300014.SZ,COMPETES_WITH,373220.KS,0.8,0.6,EVE Energy and LG Energy Solution compete in cylindrical and prismatic cell markets; EVE supplies BMW while LGES also supplies BMW,BloombergNEF_Battery_2024,2020-01-01,,Same cell chemistry and OEM customer base
3931.HK,COMPETES_WITH,373220.KS,0.8,0.6,CALB and LG Energy Solution compete in the Chinese and European EV cell market post-CALB's 2022 HK IPO,CALB_IPO_Prospectus_2022,2022-01-01,,Overlapping OEM customers in European market
002074.SZ,COMPETES_WITH,373220.KS,0.7,0.5,Gotion High-Tech and LGES compete for VW group battery supply contracts; VW invested in both companies,VW_AR2023,2020-01-01,,Both are VW battery suppliers competing for volume allocation
373220.KS,COMPETES_WITH,300750.SZ,1.0,1.0,CATL (#1) and LGES (#2) compete for global EV battery market share per SNE Research 2023,SNE_Research_2023,2020-01-01,,
1211.HK,COMPETES_WITH,300750.SZ,1.0,0.9,CATL (#1) and BYD (#2 China) compete in Chinese and global battery markets,SNE_Research_2023,2020-01-01,,
300750.SZ,COMPETES_WITH,051910.KS,1.0,0.7,LG Chem and CATL compete as global top-2 battery material suppliers; direct market rivalry,News_CoMention_10x,2019-01-01,,LG Chem vs CATL competition in global battery materials market
300750.SZ,COMPETES_WITH,300014.SZ,0.9,0.6,EVE Energy and CATL compete in Chinese battery market; both supply energy storage batteries,News_CoMention_7x,2019-01-01,,EVE Energy vs CATL competition in Chinese battery market
300750.SZ,COMPETES_WITH,002074.SZ,0.9,0.6,Gotion and CATL compete in Chinese battery pack market; both top-10 Chinese battery makers,News_CoMention_5x,2019-01-01,,Gotion vs CATL competition in Chinese battery market
603799.SH,COMPETES_WITH,GLEN.L,0.8,0.7,Glencore (DRC cobalt mining/trading) and Huayou Cobalt (DRC mining + China refining) directly compete in the global cobalt supply market,Benchmark_Minerals_2023,2015-01-01,,Both compete for DRC cobalt mining rights and downstream customer contracts
BMW.DE,COMPETES_WITH,TSLA,0.9,0.8,Tesla and BMW compete directly in the premium battery electric vehicle segment globally; Model 3/Y vs i4/iX,IEA_EV_Outlook_2023,2019-01-01,,Same customer segment; demand shift between brands
VOW3.DE,COMPETES_WITH,TSLA,0.8,0.7,Tesla and Volkswagen Group (ID.4/ID.3) compete in mass-market BEV segment globally,IEA_EV_Outlook_2023,2019-01-01,,Mass-market EV segment competition
MBG.DE,COMPETES_WITH,TSLA,0.8,0.7,Tesla Model S/X compete with Mercedes EQS/EQE in luxury BEV segment,IEA_EV_Outlook_2023,2020-01-01,,Luxury BEV segment competition
1211.HK,COMPETES_WITH,TSLA,0.9,0.9,Tesla and BYD are #1 and #2 global BEV producers; direct competition in all price segments globally especially China,BloombergNEF_2024,2020-01-01,,Direct global BEV market share competition
MBG.DE,COMPETES_WITH,BMW.DE,0.9,0.7,BMW and Mercedes-Benz are perennial competitors in the German luxury automotive segment across all powertrains,Automotive_Industry_Report_2023,2015-01-01,,"Same customer base, dealer network, and technology investment"
VOW3.DE,COMPETES_WITH,BMW.DE,0.8,0.6,BMW and Volkswagen Group compete across mass-premium segments; BMW competes with VW's Audi and Porsche brands,Automotive_Industry_Report_2023,2015-01-01,,Overlapping premium customer segments
7267.T,COMPETES_WITH,1211.HK,0.7,0.6,BYD and Honda compete in the Asian EV market; BYD is the dominant Chinese EV player while Honda is investing heavily in EV transition in China,China_Auto_Market_Report_2023,2021-01-01,,Competing for Chinese and Southeast Asian EV market share
373220.KS,COMPETES_WITH,300014.SZ,0.8,0.6,EVE Energy and LG Energy Solution compete in cylindrical and prismatic cell markets; EVE supplies BMW while LGES also supplies BMW,BloombergNEF_Battery_2024,2020-01-01,,Same cell chemistry and OEM customer base
373220.KS,COMPETES_WITH,3931.HK,0.8,0.6,CALB and LG Energy Solution compete in the Chinese and European EV cell market post-CALB's 2022 HK IPO,CALB_IPO_Prospectus_2022,2022-01-01,,Overlapping OEM customers in European market
373220.KS,COMPETES_WITH,002074.SZ,0.7,0.5,Gotion High-Tech and LGES compete for VW group battery supply contracts; VW invested in both companies,VW_AR2023,2020-01-01,,Both are VW battery suppliers competing for volume allocation
ALB,SUPPLIES,BMW.DE,1.0,0.8,"10-K FY2024: We will continue to report results across its three existing operating segments: Energy Storage, Specialties and Ketjen. • We entered into a definitive agreement with the BMW Group to deliver battery-",SEC_10K,2024-01-01,,
603799.SH,SUPPLIES,300014.SZ,0.95,1.0,[CoO] 公司高镍正极材料给 LG 新能源与 CATL 的供应量大幅增加，分别用于世界知名品牌汽车产业链。,华友钴业_2021年年度报告_p.19,2021-01-01,,
300750.SZ,SUPPLIES,1211.HK,0.95,1.0,"[锂离子电池] 上海比亚迪有限责 6350000 63,505,5 100
上海 制造 的研发、生产 0 100% 是 0 0
上海比亚迪有限公司 任公司 0美元 42 %
和销售 (금액:63,505,500元, 비율:42%)",比亚迪_2012年年度报告_p.132,2012-01-01,,
300919.SZ,SUPPLIES,1211.HK,0.95,1.0,"[冰镍] 公司主要销售客户情况
前五名客户合计销售金额（元） 17,589,789,490.30
前五名客户合计销售金额占年度销售总额比例 57.97%
前五名客户销售额中关联方销售额占年度销售总额比例 0.00%
公司前5大客户资料
序号 客户名称 销售额（元） 占年度销售总额比例
1 客户A 5,513,001,112.09 18.17%
2 客户B 3,510,884,769.02 11.57%
3 客户C 3,474,634,743.37 11.45%
4 客户D 2,733,428,582.35 9.01%
5 客户E 2,357,840,283.47 7.77%
合计 -- 17,589,789,490.30 57.97%",中伟股份_2022年年度报告_p.20,2022-01-01,,
3931.HK,SUPPLIES,1211.HK,0.8,1.0,"[产品/材料] 涉及的品种类、批次较多，难以披露具体制成本，交易价格严格按照前述定价原则协商确定。 (금액:25,002, 비율:33.08%)",比亚迪_2014年年度报告_p.49,2014-01-01,,
300919.SZ,SUPPLIES,VOW3.DE,0.8,1.0,[新能源材料] CNGR Advanced Material 与销售,中伟股份_2024年年度报告_p.247,2024-01-01,,
300919.SZ,SUPPLIES,BMW.DE,0.8,1.0,[新能源材料] CNGR Advanced Material 与销售,中伟股份_2024年年度报告_p.247,2024-01-01,,
300014.SZ,SUPPLIES,TSLA,0.8,1.0,[电池管理系统] 10.5米油电增程式电动客车样车的研制,亿纬锂能_2015年年度报告_p.129,2015-01-01,,
300014.SZ,PARTNERS_WITH,1211.HK,0.8,1.0,公司产品符合经国务院批准、发布的《产业结构调整指导目录（2005年本）》中第一类：鼓励类，十六：轻工之“13.高技术绿色电池产品制造”的要求，并可享受相应的优惠政策。,亿纬锂能_2009年年度报告_p.17,2009-01-01,,
300014.SZ,PARTNERS_WITH,300750.SZ,0.8,1.0,公司产品符合经国务院批准、发布的《产业结构调整指导目录（2005年本）》中第一类：鼓励类，十六：轻工之“13.高技术绿色电池产品制造”的要求，并可享受相应的优惠政策。,亿纬锂能_2009年年度报告_p.17,2009-01-01,,
002074.SZ,SUPPLIES,1211.HK,0.8,1.0,"[动力蓄电池系统总成、电芯总成、极片等] 上海电气国轩新能源科技（苏州）有限公司 动力蓄电池系统总成、电芯总成、极片等 15,699,823.02 22,214,023.59 (금액:15,699,823.02元)",国轩高科_2021年年度报告_p.287,2021-01-01,,
002074.SZ,SUPPLIES,TSLA,0.8,1.0,"[电芯] VolkswagenAG本期发生额：电芯、开发费等110,233,281.87元。 (금액:110,233,281.87元)",国轩高科_2022年年度报告_p.278,2022-01-01,,
